"","monthyear_date","site","mths_since_irs_continuous","mths_since_irs","precip","precip_lag","count_previous_irs","count_irs_12_months","count_irs_24_months","tested","cases","proportion_rdt","count_rdt","notsuspect","suspect","tpr","tpr_adj_cases","cases_adjusted","month","time_cat"
"1",2014-01-01,"Nagongera",0,0,24.5157089233398,28.9297142028809,0,0,0,1420,384,0.0274647887323944,39,606,1425,0.270422535211268,1.35211267605634,385,1,0
"2",2014-02-01,"Nagongera",0,0,29.4937629699707,24.5157089233398,0,0,0,757,173,0,0,491,765,0.228533685601057,1.82826948480845,175,2,0
"3",2014-02-01,"Amolatar",0,0,10.7251415252686,14.6893453598022,0,0,0,369,257,0.67479674796748,249,1064,493,0.696476964769648,86.3631436314363,343,2,0
"4",2014-02-01,"Dokolo",0,0,9.3611946105957,19.340404510498,0,0,0,346,232,0.780346820809249,270,689,700,0.670520231213873,237.364161849711,469,2,0
"5",2014-03-01,"Nagongera",0,0,15.1928291320801,29.4937629699707,0,0,0,468,99,0,0,353,474,0.211538461538462,1.26923076923077,100,3,0
"6",2014-03-01,"Amolatar",0,0,7.71145820617676,10.7251415252686,0,0,0,355,155,0.887323943661972,315,975,464,0.436619718309859,47.5915492957746,203,3,0
"7",2014-03-01,"Dokolo",0,0,8.81312942504883,9.3611946105957,0,0,0,473,324,0.864693446088795,409,1234,796,0.684989429175476,221.251585623679,545,3,0
"8",2014-03-01,"Orum",0,0,9.51459217071533,7.93455219268799,0,0,0,673,336,0.463595839524517,312,410,747,0.49925705794948,36.9450222882615,373,3,0
"9",2014-04-01,"Nagongera",0,0,11.0335750579834,15.1928291320801,0,0,0,1039,250,0.0115495668912416,12,584,1042,0.240615976900866,0.721847930702599,251,4,0
"10",2014-04-01,"Amolatar",0,0,8.71240043640137,7.71145820617676,0,0,0,373,122,0.654155495978552,244,902,509,0.327077747989276,44.4825737265416,166,4,0
"11",2014-04-01,"Dokolo",0,0,8.33205699920654,8.81312942504883,0,0,0,281,189,0.97153024911032,273,768,578,0.672597864768683,199.761565836299,389,4,0
"12",2014-04-01,"Orum",0,0,8.29713249206543,9.51459217071533,0,0,0,839,491,0.384982121573302,323,595,910,0.585220500595948,41.5506555423123,533,4,0
"13",2014-05-01,"Nagongera",0,0,25.5013656616211,11.0335750579834,0,0,0,1014,265,0.0641025641025641,65,484,1018,0.261341222879684,1.04536489151874,266,5,0
"14",2014-05-01,"Amolatar",0,0,14.4263162612915,8.71240043640137,0,0,0,544,254,0.832720588235294,453,839,760,0.466911764705882,100.852941176471,355,5,0
"15",2014-05-01,"Dokolo",0,0,15.7489147186279,8.33205699920654,0,0,0,712,588,0.966292134831461,688,1185,1193,0.825842696629214,397.230337078652,985,5,0
"16",2014-05-01,"Orum",0,0,14.7348365783691,8.29713249206543,0,0,0,1021,848,0.519098922624878,530,539,1082,0.830558276199804,50.6640548481881,899,5,0
"17",2014-06-01,"Nagongera",0,0,14.2912950515747,25.5013656616211,0,0,0,1559,358,0.0833867864015394,130,612,1569,0.22963438101347,2.2963438101347,360,6,0
"18",2014-06-01,"Amolatar",0,0,10.4672660827637,14.4263162612915,0,0,0,631,427,0.809825673534073,511,911,1064,0.676703645007924,293.012678288431,720,6,0
"19",2014-06-01,"Dokolo",0,0,11.3020048141479,15.7489147186279,0,0,0,574,515,0.881533101045296,506,739,1232,0.897212543554007,590.365853658537,1105,6,0
"20",2014-06-01,"Orum",0,0,14.5431957244873,14.7348365783691,0,0,0,1008,734,0.438492063492063,442,586,1122,0.728174603174603,83.0119047619048,817,6,0
"21",2014-06-01,"Alebtong",0,0,12.5635538101196,16.0310192108154,0,0,0,888,875,0.989864864864865,879,1189,958,0.98536036036036,68.9752252252252,944,6,0
"22",2014-07-01,"Nagongera",0,0,2.81324768066406,14.2912950515747,0,0,0,1561,314,0.0140935297885971,22,591,1571,0.201153106982703,2.01153106982703,316,7,0
"23",2014-07-01,"Amolatar",0,0,1.32337212562561,10.4672660827637,0,0,0,658,482,0.957446808510638,630,966,674,0.732522796352584,11.7203647416413,494,7,0
"24",2014-07-01,"Dokolo",0,0,2.87083840370178,11.3020048141479,0,0,0,759,615,0.972332015810277,738,1099,1188,0.810276679841897,347.608695652174,963,7,0
"25",2014-07-01,"Orum",0,0,2.9867889881134,14.5431957244873,0,0,0,837,592,0.412186379928315,345,854,843,0.707287933094385,4.24372759856631,596,7,0
"26",2014-07-01,"Alebtong",0,0,3.03064322471619,12.5635538101196,0,0,0,1082,706,0.94731977818854,1025,924,1199,0.652495378927911,76.3419593345656,782,7,0
"27",2014-08-01,"Nagongera",0,0,7.48308038711548,2.81324768066406,0,0,0,1423,323,0.129304286718201,184,560,1429,0.226985242445538,1.36191145467323,324,8,0
"28",2014-08-01,"Amolatar",0,0,5.86898899078369,1.32337212562561,0,0,0,549,393,0.932604735883424,512,973,659,0.715846994535519,78.7431693989071,472,8,0
"29",2014-08-01,"Dokolo",0,0,6.09268093109131,2.87083840370178,0,0,0,644,426,0.902173913043478,581,762,819,0.661490683229814,115.760869565217,542,8,0
"30",2014-08-01,"Orum",0,0,4.91988801956177,2.9867889881134,0,0,0,760,532,0.477631578947368,363,673,761,0.7,0.7,533,8,0
"31",2014-08-01,"Alebtong",0,0,5.08069229125977,3.03064322471619,0,0,0,655,392,0.90381679389313,592,691,731,0.598473282442748,45.4839694656489,437,8,0
"32",2014-09-01,"Nagongera",0,0,30.563663482666,7.48308038711548,0,0,0,853,199,0.0246189917936694,21,717,876,0.233294255568581,5.36576787807737,204,9,0
"33",2014-09-01,"Amolatar",0,0,12.4074573516846,5.86898899078369,0,0,0,369,212,0.983739837398374,363,956,546,0.574525745257453,101.691056910569,314,9,0
"34",2014-09-01,"Dokolo",0,0,14.2103357315063,6.09268093109131,0,0,0,957,397,0.885057471264368,847,1330,1220,0.414838035527691,109.102403343783,506,9,0
"35",2014-09-01,"Orum",0,0,19.046085357666,4.91988801956177,0,0,0,839,552,0.567342073897497,476,769,846,0.65792610250298,4.60548271752086,557,9,0
"36",2014-09-01,"Alebtong",0,0,15.4462947845459,5.08069229125977,0,0,0,558,370,0.942652329749104,526,1030,708,0.663082437275986,99.4623655913979,469,9,0
"37",2014-10-01,"Nagongera",0,0,23.7792816162109,30.563663482666,0,0,0,963,249,0.114226375908619,110,785,981,0.258566978193146,4.65420560747664,254,10,0
"38",2014-10-01,"Amolatar",0,0,11.3392505645752,12.4074573516846,0,0,0,771,405,0.989623865110246,763,1075,1010,0.525291828793774,125.544747081712,531,10,0
"39",2014-10-01,"Dokolo",0,0,9.78903007507324,14.2103357315063,0,0,0,1265,608,0.955731225296443,1209,1146,1508,0.480632411067194,116.793675889328,725,10,0
"40",2014-10-01,"Orum",0,0,8.50430488586426,19.046085357666,0,0,0,957,653,0.561128526645768,537,781,965,0.682340647857889,5.45872518286311,658,10,0
"41",2014-10-01,"Alebtong",0,0,9.02010440826416,15.4462947845459,0,0,0,461,265,0.986984815618221,455,867,822,0.574837310195228,207.516268980477,473,10,0
"42",2014-11-01,"Nagongera",0,0,51.3918838500977,23.7792816162109,0,0,0,1058,281,0.0661625708884688,70,811,1100,0.265595463137996,11.1550094517958,292,11,0
"43",2014-11-01,"Amolatar",0,0,34.5063018798828,11.3392505645752,0,0,0,780,414,0.998717948717949,779,894,1045,0.530769230769231,140.653846153846,555,11,0
"44",2014-11-01,"Dokolo",0,0,33.8134803771973,9.78903007507324,0,0,0,1312,614,0.953506097560976,1251,1473,1642,0.467987804878049,154.435975609756,768,11,0
"45",2014-11-01,"Orum",0,0,32.6129531860352,8.50430488586426,0,0,0,762,450,0.44488188976378,339,556,763,0.590551181102362,0.590551181102362,451,11,0
"46",2014-11-01,"Alebtong",0,0,35.133358001709,9.02010440826416,0,0,0,433,228,1,433,1512,972,0.526558891454965,283.815242494226,512,11,0
"47",2014-12-01,"Nagongera",0,0,23.9755897521973,51.3918838500977,0,0,0,1027,347,0.106134371957157,109,749,1036,0.337877312560857,3.04089581304771,350,12,0
"48",2014-12-01,"Amolatar",0,0,9.47847747802734,34.5063018798828,0,0,0,655,366,0.996946564885496,653,812,804,0.558778625954198,83.2580152671756,449,12,0
"49",2014-12-01,"Dokolo",0,0,12.0907297134399,33.8134803771973,0,0,0,882,419,0.909297052154195,802,1150,1051,0.475056689342404,80.2845804988662,499,12,0
"50",2014-12-01,"Orum",0,0,10.9441995620728,32.6129531860352,0,0,0,632,374,0.183544303797468,116,470,664,0.591772151898734,18.9367088607595,393,12,0
"51",2014-12-01,"Alebtong",0,0,10.5871133804321,35.133358001709,0,0,0,370,220,0.997297297297297,369,1410,788,0.594594594594595,248.540540540541,469,12,0
"52",2015-01-01,"Nagongera",0,0,21.1448879241943,23.9755897521973,0,0,0,1374,440,0.0269286754002911,37,840,1390,0.320232896652111,5.12372634643377,445,1,0
"53",2015-01-01,"Amolatar",0,0,14.2342548370361,9.47847747802734,0,0,0,458,214,0.98471615720524,451,638,519,0.467248908296943,28.5021834061135,243,1,0
"54",2015-01-01,"Dokolo",0,0,17.4846134185791,12.0907297134399,0,0,0,670,284,0.952238805970149,638,1141,927,0.423880597014925,108.937313432836,393,1,0
"55",2015-01-01,"Orum",0,0,14.2192497253418,10.9441995620728,0,0,0,601,412,0.344425956738769,207,563,621,0.685524126455907,13.7104825291181,426,1,0
"56",2015-01-01,"Alebtong",0,0,13.5080661773682,10.5871133804321,0,0,0,342,153,0.997076023391813,341,1042,516,0.447368421052632,77.8421052631579,231,1,0
"57",2015-02-01,"Nagongera",1,1,12.8445253372192,21.1448879241943,0,1,1,914,160,0.0295404814004376,27,666,921,0.175054704595186,1.2253829321663,161,2,1
"58",2015-02-01,"Amolatar",1,1,10.4903326034546,14.2342548370361,0,1,1,751,224,0.993342210386152,746,798,837,0.298268974700399,25.6511318242344,250,2,1
"59",2015-02-01,"Dokolo",1,1,10.9278135299683,17.4846134185791,0,1,1,823,211,0.891859052247874,734,957,922,0.256379100850547,25.3815309842041,236,2,1
"60",2015-02-01,"Orum",1,1,11.3550605773926,14.2192497253418,0,0,1,654,298,0.619266055045872,405,676,706,0.45565749235474,23.6941896024465,322,2,1
"61",2015-02-01,"Alebtong",1,1,10.8338575363159,13.5080661773682,0,1,1,550,169,0.998181818181818,549,955,679,0.307272727272727,39.6381818181818,209,2,1
"62",2015-03-01,"Nagongera",2,2,8.38371086120605,12.8445253372192,0,1,1,937,107,0.0288153681963714,27,819,951,0.114194236926361,1.59871931696905,109,3,1
"63",2015-03-01,"Amolatar",2,2,8.95618343353271,10.4903326034546,0,1,1,610,137,1,610,810,668,0.224590163934426,13.0262295081967,150,3,1
"64",2015-03-01,"Dokolo",2,2,7.18585205078125,10.9278135299683,0,1,1,1060,166,0.921698113207547,977,1605,1191,0.156603773584906,20.5150943396226,187,3,1
"65",2015-03-01,"Orum",2,2,7.450035572052,11.3550605773926,0,1,1,652,306,0.877300613496933,572,547,706,0.469325153374233,25.3435582822086,331,3,1
"66",2015-03-01,"Alebtong",2,2,6.50028228759766,10.8338575363159,0,1,1,459,133,0.997821350762527,458,1433,628,0.289760348583878,48.9694989106754,182,3,1
"67",2015-04-01,"Nagongera",3,3,7.53068542480469,8.38371086120605,0,1,1,539,67,0.038961038961039,21,674,544,0.12430426716141,0.62152133580705,68,4,1
"68",2015-04-01,"Amolatar",3,3,7.33664989471436,8.95618343353271,0,1,1,519,66,0.963391136801541,500,862,569,0.127167630057803,6.35838150289017,72,4,1
"69",2015-04-01,"Dokolo",3,3,7.48899555206299,7.18585205078125,0,1,1,553,76,0.956600361663653,529,978,666,0.137432188065099,15.5298372513562,92,4,1
"70",2015-04-01,"Orum",3,3,8.06776428222656,7.450035572052,0,1,1,338,206,0.467455621301775,158,595,381,0.609467455621302,26.207100591716,232,4,1
"71",2015-04-01,"Alebtong",3,3,6.61607551574707,6.50028228759766,0,1,1,292,79,1,292,1109,414,0.270547945205479,33.0068493150685,112,4,1
"72",2015-05-01,"Nagongera",4,4,12.3543128967285,7.53068542480469,0,1,1,861,146,0.0418118466898955,36,796,873,0.169570267131243,2.03484320557491,148,5,1
"73",2015-05-01,"Amolatar",4,4,7.63452434539795,7.33664989471436,0,1,1,538,91,0.695167286245353,374,970,621,0.169144981412639,14.0390334572491,105,5,1
"74",2015-05-01,"Dokolo",4,4,8.05005645751953,7.48899555206299,0,1,1,1028,469,0.971789883268482,999,1330,1229,0.456225680933852,91.7013618677043,561,5,1
"75",2015-05-01,"Orum",4,4,7.3962984085083,8.06776428222656,0,1,1,808,501,0.533415841584158,431,423,844,0.620049504950495,22.3217821782178,523,5,1
"76",2015-05-01,"Alebtong",4,4,7.86021137237549,6.61607551574707,0,1,1,66,18,1,66,1070,546,0.272727272727273,130.909090909091,149,5,1
"77",2015-06-01,"Nagongera",5,5,20.5013961791992,12.3543128967285,0,1,1,767,203,0.0547588005215124,42,942,781,0.264667535853977,3.70534550195567,207,6,1
"78",2015-06-01,"Amolatar",5,5,5.75906753540039,7.63452434539795,0,1,1,654,307,0.709480122324159,464,1423,916,0.469418960244648,122.987767584098,430,6,1
"79",2015-06-01,"Dokolo",5,5,8.71511745452881,8.05005645751953,0,1,1,1333,858,0.948987246811703,1265,1268,1712,0.643660915228807,243.947486871718,1102,6,1
"80",2015-06-01,"Orum",5,5,10.0651884078979,7.3962984085083,0,1,1,1159,960,0.0448662640207075,52,442,1233,0.828300258843831,61.2942191544435,1021,6,1
"81",2015-06-01,"Alebtong",5,5,8.9284143447876,7.86021137237549,0,1,1,804,565,0.998756218905473,803,1367,1234,0.70273631840796,302.176616915423,867,6,1
"82",2015-07-01,"Nagongera",6,1,1.81442439556122,20.5013961791992,1,2,2,753,120,0.128818061088977,97,915,770,0.159362549800797,2.70916334661355,123,7,1
"83",2015-07-01,"Amolatar",6,1,1.09696316719055,5.75906753540039,1,2,2,670,273,0.982089552238806,658,1445,673,0.407462686567164,1.22238805970149,274,7,1
"84",2015-07-01,"Dokolo",6,1,1.96689069271088,8.71511745452881,1,2,2,1350,619,0.98,1323,1068,1463,0.458518518518518,51.8125925925926,671,7,1
"85",2015-07-01,"Orum",6,1,1.52637541294098,10.0651884078979,1,2,2,776,606,0.105670103092784,82,522,820,0.780927835051546,34.360824742268,640,7,1
"86",2015-07-01,"Alebtong",6,1,1.85619902610779,8.9284143447876,1,2,2,952,645,1,952,845,1044,0.677521008403361,62.3319327731092,707,7,1
"87",2015-08-01,"Nagongera",7,2,24.3369827270508,1.81442439556122,1,2,2,599,66,0.151919866444073,91,1232,644,0.110183639398998,4.95826377295493,71,8,1
"88",2015-08-01,"Amolatar",7,2,15.8918151855469,1.09696316719055,1,2,2,494,104,1,494,1646,495,0.210526315789474,0.210526315789474,104,8,1
"89",2015-08-01,"Dokolo",7,2,17.2422122955322,1.96689069271088,1,2,2,996,322,0.970883534136546,967,803,1009,0.323293172690763,4.20281124497992,326,8,1
"90",2015-08-01,"Orum",7,2,19.6850986480713,1.52637541294098,1,2,2,410,248,0.64390243902439,264,443,451,0.604878048780488,24.8,273,8,1
"91",2015-08-01,"Alebtong",7,2,18.5738353729248,1.85619902610779,1,2,2,626,288,0.987220447284345,618,642,637,0.460063897763578,5.06070287539936,293,8,1
"92",2015-09-01,"Nagongera",8,3,29.5893859863281,24.3369827270508,1,2,2,941,85,0.138150903294368,130,732,949,0.0903294367693943,0.722635494155154,86,9,1
"93",2015-09-01,"Amolatar",8,3,15.0874328613281,15.8918151855469,1,2,2,483,84,0.975155279503106,471,1346,518,0.173913043478261,6.08695652173913,90,9,1
"94",2015-09-01,"Dokolo",8,3,14.2028656005859,17.2422122955322,1,2,2,1115,254,0.994618834080717,1109,1224,1131,0.22780269058296,3.64484304932735,258,9,1
"95",2015-09-01,"Orum",8,3,20.6705017089844,19.6850986480713,1,2,2,408,214,0.590686274509804,241,396,491,0.524509803921569,43.5343137254902,258,9,1
"96",2015-09-01,"Alebtong",8,3,14.9469394683838,18.5738353729248,1,2,2,610,176,0.998360655737705,609,884,630,0.288524590163934,5.77049180327869,182,9,1
"97",2015-10-01,"Nagongera",9,4,33.9931335449219,29.5893859863281,1,2,2,952,69,0.15546218487395,148,985,955,0.0724789915966387,0.217436974789916,69,10,1
"98",2015-10-01,"Amolatar",9,4,39.6445274353027,15.0874328613281,1,2,2,378,46,0.989417989417989,374,1358,507,0.121693121693122,15.6984126984127,62,10,1
"99",2015-10-01,"Dokolo",9,4,33.2880706787109,14.2028656005859,1,2,2,971,130,0.989701338825953,961,834,995,0.133882595262616,3.21318228630278,133,10,1
"100",2015-10-01,"Orum",9,4,25.3165149688721,20.6705017089844,1,2,2,792,558,0.391414141414141,310,379,873,0.704545454545455,57.0681818181818,615,10,1
"101",2015-10-01,"Alebtong",9,4,27.85422706604,14.9469394683838,1,2,2,541,171,0.985212569316081,533,923,589,0.316081330868762,15.1719038817006,186,10,1
"102",2015-11-01,"Nagongera",10,5,9.09992599487305,33.9931335449219,1,2,2,957,63,0.509926854754441,488,1152,966,0.0658307210031348,0.592476489028213,64,11,1
"103",2015-11-01,"Amolatar",10,1,9.66194343566895,39.6445274353027,2,3,3,497,70,0.96579476861167,480,1480,680,0.140845070422535,25.7746478873239,96,11,1
"104",2015-11-01,"Dokolo",10,1,12.1128740310669,33.2880706787109,2,3,3,1369,149,0.975894813732652,1336,1072,1397,0.108838568298028,3.04747991234478,152,11,1
"105",2015-11-01,"Orum",10,5,9.36563968658447,25.3165149688721,1,2,2,709,369,0.779971791255289,553,445,756,0.520451339915374,24.4612129760226,393,11,1
"106",2015-11-01,"Alebtong",10,1,10.9151554107666,27.85422706604,2,3,3,710,178,0.957746478873239,680,1129,766,0.250704225352113,14.0394366197183,192,11,1
"107",2015-12-01,"Nagongera",11,1,12.9803829193115,9.09992599487305,2,3,3,587,44,0.449744463373083,264,1080,589,0.0749574105621806,0.149914821124361,44,12,1
"108",2015-12-01,"Amolatar",11,2,8.91954803466797,9.66194343566895,2,3,3,627,74,0.985645933014354,618,1272,675,0.118022328548644,5.66507177033493,80,12,1
"109",2015-12-01,"Dokolo",11,2,11.8559436798096,12.1128740310669,2,3,3,730,128,0.96027397260274,701,1278,742,0.175342465753425,2.1041095890411,130,12,1
"110",2015-12-01,"Orum",11,1,9.773681640625,9.36563968658447,2,3,3,522,203,0.798850574712644,417,361,562,0.388888888888889,15.5555555555556,219,12,1
"111",2015-12-01,"Alebtong",11,2,9.75077724456787,10.9151554107666,2,3,3,535,99,0.936448598130841,501,1309,593,0.185046728971963,10.7327102803738,110,12,1
"112",2016-01-01,"Nagongera",12,2,10.6426486968994,12.9803829193115,2,3,3,579,32,0.347150259067358,201,1370,585,0.0552677029360967,0.33160621761658,32,1,1
"113",2016-01-01,"Amolatar",12,3,9.79740905761719,8.91954803466797,2,3,3,552,71,0.943840579710145,521,1006,555,0.128623188405797,0.385869565217391,71,1,1
